Sentiments,Tweets
Negative,who
Negative,"Borderlands 3 Sucks : Here's Why (UPDATED 2020) youtu.be/oNBoVcEWovQ. . It's sadly true, even though I really likes the gameplay there's some serious problems in to story and drops"
Negative,"Borderlands 3 Sucks: Here's Why (UPDATED 2020) youtu.be / oNBoVcEWovQ.. Unfortunately, it's true, even though I really like the gameplay, there are some serious problems in the story and the crashes"
Negative,Borderlands 3 Sucks: Here's Why (UPDATED 2020) youtu.be / oNBoVcEWovQ.
Negative,"Borderlands 3 Sucks : Here's a (UPDATED 2020) screenshot.be/oNBoVcEWovQ.. It's sadly true, even though I really likes the gameplay ignoring some serious deficiencies in its story and drops"
Negative,"Borderlands at 3 Sucks : Here's Why ( UPDATED in 2020 ) youtu. be / oNBoVcEWovQ.. It'm s sadly not true, even though technically I really likes the gameplay there'z s some truly serious problems fitted in to both story and gameplay drops"
Negative,"Borderlands 3 Sucks : Here's it (UPDATED 2020) By.be/oNBoVcEWovQ.. Actually's sadly true, and though I really likes new gameplay there's 2 serious problems in many story book ending"
Negative,Live-action Borderlands film is just a really long commercial advertisement for the borderlands game.
Negative,The live-action film Borderlands is just a really long commercial advertisement for the Borderlands game.
Negative,Live-action Borderlands film is just a really long commercial advertisement for the borderlands game.
Negative,Live-action Borderlands film is just a really long commercial advertisement for another borderlands game.
Negative,Live - action Borderlands film is just a truly really damn long commercial advertisement for the borderlands superhero game.
Negative,Live-action pirate film is just a really lame commercial advertisement for the borderlands game.
Positive,I had an amazing Borderlands 3 stream with you guys over at twitch.tv/mediocre_at_bst . Thank you!
Positive,I had an incredible Borderlands 3 stream with you on twitch.tv / mediocre _ at _ bst. Thank you!
Positive,I've had an amazing stream of Borderlands 3 with you guys at tch.tv / mediocre _ at _.
Positive,I had an amazing Borderlands 3 stream with you guys over at twitch.tv/mediocre_at_bst . Thank you!
Positive,FM I had an amazing Borderlands 3 stream with you guys over at twitch.tv/mediocre_at_bst . Thank you!
Positive,you
Positive,my second phase of rmo has started again today. i'm about lose my mind so imma restart playing Borderlands 2 -- sementara menanti kedatangan isketambola
Positive,"my second phase of rmo has started again today. I am about to lose my mind, so imma start again to play Borderlands 2 -- sementara menanti kedatangan isketambola"
Positive,my second phase of rmo has started again today. i'm about lose my mind so imma restart playing Borderlands 2 -- sementara menanti kedatangan isketambola
Positive,my second phase of rmo has finished running today. i'm about lose my mind so imma restart playing Borderlands 2 -- sementara menanti kedatangan :)
Positive,my second phase play of rmo has started again sometime today. i'm about completely lose my free mind just so they imma restart playing Borderlands 2 - - sementara na menanti kedatangan da isketambola
Positive,my second phase a rmo show started early today. i'm about lose my mind so imma just playing phase 2 -- sementara 5 kedatangan isketambola
Negative,This is the dumbest thing we've ever made.. @Borderlands @GearboxOfficial @MaxMittelman @2K_ANZ.  
Negative,This is the stupidest thing we've ever done.. @ Borderlands @ GearboxOfficial @ MaxMittelman @ 2K _ ANZ.
Negative,This is the stupidest thing we've ever done.. @ Borderlands @ GearboxOfficial @ Maximan @ 2K _ ANZ.
Negative,This is for dumbest thing anyone ever made.. @Borderlands @GearboxOfficial @MaxMittelman @2K_ANZ.
Negative,33 This is the dumbest ever thing we've really ever thought made.. @Borderlands as @GearboxOfficial @MaxMittelman in @2K_ANZ.
Negative,what is the horrible thing ever've ever made.. by @Borderlands @GearboxOfficial @MaxMittelman.
Negative,Not saying the older games arent flawed. . . Loot was terrible in older updates of BL2.. Terramorphous is a cheap and lazy raid boss compared to Cramulaux in Borderlands 1.
Negative,Not to say that the older games were flawed... loot was terrible in older updates of BL2.. Terramorph is a cheap and lazy boss compared to Cramulaux in Borderlands 1.
Negative,Not to mention that in the old versions of BL2 the lot was awful... Terramorphus is a cheap and lazy raid boss compared to Mulo in Borderlands 1.
Negative,Not saying the older games arent flawed... It was terrible in older updates of BL2.. Terramorphous is a lazy and lazy raid boss compared to stuff in Borderlands 2.
Negative,See Not saying all the older games arent flawed... Captain Loot was made terrible in older production updates of BL2.. Terramorphous is a cheap and lazy raid boss compared to time Cramulaux appeared in Dark Borderlands Vol 1.
Negative,Not saying the older versions arent flawed... Loot was terrible from older updates like BL2.. Terramorphous is really dumb and lazy raid boss compared to Cramulaux in Day 1.
Negative,I hate Borderlands 3 Rhys WHY does he look like this is not the beautiful pacifier I love
Negative,I HATE borderlands 3 Rhys WHY does he look like that this is not the beautiful disaster twink I love
Negative,I HATE borderlands 3 Rhys WHY does he look like that this is not this beautiful disaster that I love
Negative,I HATE borderlands 3 Rhys WHY heck does he almost look up like that this is probably not really the beautiful disaster twink I love
Negative,I HATE borderlands 3 Rhys WHY does this think like that this is not a beautiful disaster twink I love
Positive,Wow
Positive,Wow
Positive,Wow
Positive,Wow
Positive,Dear Wow
Positive,Wow
Positive,"I FINALLY finished Borderlands 3! It's taken a while, but I'm so proud of myself. :D Now onto the Guns, Love, and Tentacles DLC, I'm so excited! I love Wainwright and Hammerlock so much and they make a great couple, so seeing them get married will be awesome!"
Positive,"It took a while, but I'm so proud of myself.: D Now to the Guns, Love, and Tentacles DLC, I'm so excited! I love Wainwright and Hammerlock so much and they're a great couple, so it'll be great to see them get married!"
Positive,"I finished Borderlands 3! It took a while but I'm so proud of myself.: D Now on Gentacles, Love and Tentacles DLC, I'm so excited! I love Wainwright and so much and they're a great couple, so to see them get married will be amazing!"
Positive,"I FINALLY finished Borderlands 3! It's taken a while, so I'm so proud of myself. With Looking onto the Guns, Weapons, and War DLC, I'm so excited! I love Wainwright and Hammerlock so much because they make a great couple, so seeing them get married will be awesome!"
Positive,"I FINALLY finished Borderlands 3! It's taken a while, but I'm still so proud of myself. : Sam D Now onto download the Guns, Love, and Tentacles DLC, I'm so really excited! I love Wainwright and Hammerlock so much immediately and feel they make a great couple, too so just seeing them get married now will be beyond awesome!"
Positive,"officially FINALLY finished Borderlands 10! It's taken a weekend, so I'm always proud of myself. :D Now onto the Guns, Love, and Tentacles DLC, I'm so excited! I love Wainwright and Hammerlock so hell and they make a great couple, plus seeing them get up will be awesome!"
Positive,Just wanna say The borderlands handsome Jack collection is free for a week on the epic games store and it's to keep so all my PC gamers get that shit
Positive,"I just want to say that the pretty Jack collection is available for free in the Borderlands for a week in the epic gaming shop, and it should be stored in such a way that all my PC players get this shit."
Positive,Just wanna say The borderlands handy Jack collection is free for a week on the epic games store and it's to keep so all my PC gamers get that shit
Positive,Just kidding plug The borderlands handsome Jack collection is free for a week on the epic games store and safe to keep so all my PC gamers get that shit
Positive,Just wanna say It The borderlands handsome Jack White collection is free for a second week on the little epic games betting store corner and it's to keep so all my PC gamers get that shit
Positive,be wanna say this borderlands handsome Jack collection is free about a week through the epic fantasy store and it's to keep so all my PC gamers get that shit
Positive,Omg so much fun with everyone & it's only Day 1!!! @Borderlands  
Positive,Omg so much fun with everyone & it's just day 1!!! @ Borderlands
Positive,Omg so much fun with everyone & it's only Day 1!!! @ Borderlands
Positive,Omg not much fun with everyone & it's only Day 1!!! @Borderlands
Positive,Do Omg with so much fun talking with everyone & it's your only Day 1!!! @Borderlands
Positive,Omg so big fun all everyone & it's only Day 1!!! @Borderlands
Negative,Saw an ad for the new borderlands dlc stuff and i just got sad again knowing fully well bl3 was so horribly mediocre I already miss BL2
Negative,I saw an advertisement for the new Borderlands dlc stuff and got sad again because I knew bl3 was so terribly mediocre that I miss BL2 already
Negative,"Saw an ad for new borderline things and I just got upset again, knowing that totally good bl3 was so horribly mediocre that I already miss BL2"
Negative,Saw an ad on the new borderlands dlc stuff and i just got sad again knowing fully though bl3 was so horribly mediocre I already loved BL2
,
Negative,Saw an ad there the new decent dlc stuff and i just got bored again well fully well bl3 was so completely mediocre I already miss BL2
Positive,We're excited to be talking about some of the new things coming to Borderlands 3 during our PAX panel this Saturday!
Positive,We look forward to talking about some of the new things in Borderlands 3 this Saturday during our PAX panel!
Positive,We are pleased to announce some new features that will appear on Borderlands 3 during our PAX panel this Saturday!
Positive,We're excited to be talking about some of the new things coming from Borderlands 3 for our PAX panel this Saturday!
Positive,We'd re excited to be talking about out some of now the new things coming down to Borderlands 3 during after our PAX panel this Saturday!
Positive,We're excited to be talking about some of the best things coming to Borderlands 3 and our PAX panel last Saturday!
Negative,@Borderlands I can't Link my shift to my twitch account just wondering if you could look into that please
Negative,@ Borderlands I can't link my shift to my Twitch account and just wonder if you could check it out please
Negative,"@ Borderlands I can't link my transition to my account, just wondering if you could look into it please"
Negative,@Borderlands I can't Link my shift to this twitch account just wondering if you could look into changing please
Negative,Agent @Borderlands I can't get Link in my shift to my private twitch account just wondering if you could look into that please
Negative,@Borderlands I can't make my shift to my Account account just wondering if you could look like that please
Positive,finished borderlands 2 wtf do i now pic.twitter.com/jfJafNvazj
Positive,2 wtf do i now pic.twitter.com / jfJafNvazj
Positive,finished 2 wtf do i now pic.freedom.com / JafNvazj
Positive,finished borderlands 2 wtf do i now pic.twitter.com/jfJafNvazj
Positive,to finished borderlands 2 wtf do i now pic.twitter.com/jfJafNvazj
Positive,to
Negative,"@2ksupport @Borderlands. Is there a fix for borderlands 3 crashing and turning my Xbox one X off? Can’t be healthy for the console. It’s happened 4 times in a row, try to launch the game and it’s crashes and lowers down."
Negative,"@ 2ksupport @ Borderlands. Is there a solution to crashing Borderlands 3 and turning off my Xbox One X? Can't be healthy for the console. It's happened four times in a row, try to start the game and it crashes and sinks."
Negative,"@ 2ksupport @ Borderlands. Is there a fix for borderlands 3 crashing and turning my Xbox one X off? Can't be healthy for the console. It's happened 4 times in a row, try to launch the game and it's crashes and lows down."
Negative,"@2ksupport @Borderlands. Is there a reason for borderlands 3 crashing and turning my Xbox one X off? Would be mean for the console. It’s happened 4 times of each row, try to launch the game but it’s crashes and lowers down."
Negative,"@2ksupport @Borderlands. Is there a fix for borderlands Episode 3 crashing and turning my Xbox Xbox with one X off? 7 Can ’ the t be more healthy for crashing the console. 1 It ’ s happened 4 times in a row, try to stay launch the game and ignore it ’ s crashes and lowers down."
Negative,"@2ksupport @Borderlands. Is there a reason for borderlands 2 crashing while turning my Xbox one or off? Can’t be healthy for the review. It’s tested 4 times in a week, try to launch this game but it’s crashes and lowers down."
Positive,disturbing.. . i was looking forward to borderlands joining bt and the booksmith on haight.
Positive,Disturbing... I was looking forward to the border countries coming to haight and the bookseller coming to haight.
Positive,I was looking forward to being joined by the Border Force and the Boots on the oval.
Positive,disturbing... i was first set to borderlands joining bt and the booksmith on haight.
Positive,Absolutely disturbing... i was looking forward to borderlands people joining bt the and had the booksmith on haight.
Positive,<unk>... i was looking forward to borderlands from bt and the booksmith on this.
Negative,This is why I did not buy borderlands 3. Randy Pitchford is  fucking scum.
Negative,That's why I didn't buy Borderlands 3. Randy Pitchford is damn scum.
Negative,That's why I didn't buy Borders 3. Randy Pitchford is a fucking scum.
Negative,This is why I did not buy borderlands ammo. Randy Pitchford is  fucking awesome.
Negative,This is certainly why I did me not buy borderlands 3. 2 Randy Pitchford is a fucking scum.
Negative,This are why I could not buy borderlands movies. Randy Pitchford is fucking scum.
Positive,"Wow, Borderlands the presequeal was 2014 and I still haven't played it"
Positive,"Wow, Borderlands was 2014 and I still haven't played it"
Positive,"Wow, Borderlands the preequeal was 2014 and I still haven't played it"
Positive,"Wow, Borderlands the Dead was 2014 and I still haven't played it"
Positive,"Wow, Borderlands in the band presequeal was 2014 and I still technically haven't played it"
Positive,"Wow, totally the presequeal was 2014 yet I still haven't played that"
Positive,"Super fun game, would highly HIGHLY recommend it. And it’s literally free right now, so what reason do you have to not try it? Of course, I’d recommend playing the others Borderlands games before this one for story purposes, but it won’t be free forever so go get it anyway."
Positive,"And it's literally free at the moment, so what reason do you have not to try it? Of course I would recommend to play the other Borderlands games before this game for storytelling purposes, but it won't be free forever, so get it anyway."
Positive,"Super fun game, would highly recommend it. And it's literally free right now, so what do you have to not try it? Of course, I'd recommend the others Borderlands games before this one for story purposes, but it won't be free forever, so go get it anyway."
Positive,"Super fun games, would highly HIGHLY recommend it. But it’s literally free right now, so what reason do ya have to no try it? Of course, I’d recommend playing the others Borderlands games before either one for story purposes, but it won’t be free forever so go get it now."
Positive,"Super fun game, would highly HIGHLY recommend putting it. And it ’ s literally free right now, so what reason do you all have to not really try it? Of course, and I ’ d recommend you playing the near others in Borderlands games long before this one for story purposes, but it won ’ t likely be free forever so go get it going anyway."
Positive,"Super fun game, would highly HIGHLY recommend it. And is literally free right now, so what reason can others have to not try it? Not course, I’d recommend playing the others Borderlands games before my one for story purposes, and these won’t be free forever so go try mine anyway."
Negative,For more then 3 weeks now 2k uk hasnt drawn a winner for their borderlands 3 collector edition giveaway. I mean I think thats funny that companies can just do fake giveaways and not be called out on it. youtube.com/watch?v=-HUh50…
Negative,"For more than 3 weeks, 2k uk has not drawn a winner for its Borderlands 3 Collector Edition sweepstakes. I mean, I think it's funny that companies can just make fake freebies and not be viewed. youtube.com / watch? v = -HUh50..."
Negative,"I mean, it's ridiculous that companies can just make fake gifts and not be called out on it. youtube.com / watch? v = -HUh50..."
Negative,For more then 3 weeks now 2k uk hasnt posted a winner for their borderlands 3 collector edition giveaway. I mean I think thats silly that companies may just do fake giveaways and not be shut out on racism. youtube.com/watch?v=-HUh50…
Negative,For more then 3 weeks now 2k uk still hasnt drawn a winner for buying their borderlands 3 collector kit edition false giveaway. I mean I think well thats funny that companies can just so do fake giveaways and not have be called out on it. at youtube. com / watch? baby v = - HUh50 0 …
Negative,For more then 3 weeks over 2k uk been drawn a winner for their borderlands 3 collector gift review. I thought I think thats funny which companies can really do fake giveaways and not be called out doing it. review.com/watch?v=-HUh50...
Positive,I forgot how great it feels to play Borderlands. MAN I love this franchise. How have I gone literal months without playing?
Positive,I forgot how great it feels to play Borderlands.
Positive,I forgot how great it is to play Borderlands. MAN I love this franchise.
Positive,I forgot pretty great it feels to play Borderlands. MAN I love this franchise. How have I gone literal months missed playing?
Positive,I once forgot once how great it truly feels to play Borderlands. MAN I love this franchise. How have I finally gone literal months without any playing?
Positive,almost forgot how great it feels to play Borderlands. MAN I love this franchise. How have I spent 9 months on playing?
Positive,"This is definitely an interesting casting choice! Don't get me wrong, I love Cate Blanchett but for Lilith? It seems a little off, I'm hoping I get proved wrong though 🤞"
Positive,"This is definitely an interesting casting choice! Don't get me wrong, I love Cate Blanchett, but for Lilith?"
Positive,"This is certainly an interesting casting choice! Don't get me wrong, I love Cate Blanchett, but for Lilit?"
Positive,"This.. definitely an interesting casting choice! Don't get me wrong, who love Cate Blanchett casting for Randall? It seems a little off, I'm hoping I get proved wrong though 🤞"
Positive,"OK This is just definitely an interesting casting choice! Don't get to me wrong, I still love director Cate Blanchett but for... Lilith? It seems a little farther off, I'm hoping I will get proved wrong though [UNK]"
Positive,"This is would end up casting choice! Take't get me wrong, 100% love Cate Blanchett but for Lilith? It seems a bit off, I'm hoping I get proved wrong though <unk>"
,
Negative,Digital Foundry is almost full of shit.. borderlands 3 PC system requirements and recommended to garbage considerably PC hardware.. 7 + years.
Negative,Digital Foundry is a mostdef full of shit.. borderlands 3 pc system requirements and recommended are carefully PC hardware garage.. 7 + years.
Negative,Digital work is mostdef full of shit.. borderlands 3 pc system requirements and recommended are considerably PC driven garbage.. 7+ years.
Negative,The Digital Foundry is mostdef full of financial shit.. borderlands 3 pc system requirements and recommended upgrades are now considerably easier PC Engine hardware garbage.. 7 + years.
Negative,Digital Foundry is mostdef full complete shit.. NO 3 pc system requirements and they are considerably worse hardware garbage.. 7+ years.
Positive,This is pretty freakin rad!
Positive,"That's pretty freakin ""rad!"
Positive,This is pretty freakin rad!
Positive,This is just freakin rad!
Positive,This is a pretty freakin rad!
Positive,This is SO freakin rad!
Positive,"I’ve been playing Borderlands 3 with my good headphones on and it is so immersive, for hours I forgot about everything going on. https://t.co/m63ZX8JpQ3"
Positive,I played Borderlands 3 with my good headphones and it's so immersive I spent hours forgetting everything that was going. https: / / t.co / m63ZX8JpQ3
Positive,"I've been playing Borderlands 3 with my good headphones on and it is so immersive, for hours I forgot about everything going on. https: / / Fenco / m63ZX8JpQ3"
Positive,"I’ve been playing Borderlands 3 and my good ie on and it is so immersive, for hours I forgot about everything earlier on. https://t.co/m63ZX8JpQ3]"
Positive,"I I ’ ve been playing Borderlands 3 times with some my good headphones on and it is so immersive, so for hours I literally forgot stuff about everything going on. 2011 https://t.co/m63ZX8JpQ3 ]"
Positive,"recently been playing Act 3 with five good headphones on and it is so immersive, for hours I forgot everything is going on. https://t.co/m63ZX8JpQ3]"
Positive,Playing Borderlands 3 on PC again reminds me just how damn fun the game is. I miss it . 
Positive,Playing Borderlands 3 on the PC again reminds me how much fun the game is. I miss it.
Positive,Playing Borderlands 3 on PC again reminds me just how damn fun is the game. I miss it.
Positive,Playing Borderlands 3 on PC again reminds us just how damn fun playing game is. I miss it.
Positive,Playing Borderlands 3 on her PC again somehow reminds me just how damn fun the game here is. I only miss it.
Positive,Playing the 3 on PC again reminds me strongly how much fun the game is. I miss it.
Negative,@DuvalMagic why tf can I only free Krieg but not release him!? Plz   Someone at @GearboxOfficial someone with @Borderlands plz help. I can’t figure this out and it’s driving me INSANE!!!!
Negative,@ DuvalMagic why tf can I just free war but not release it!? Plz Someone at @ GearboxOfficial help someone with @ Borderlands plz. I can't figure this out and it drives me to INSANE!!!!
Negative,@ DuvalMagic why tf can I only free Hebble but not release him!? Plz Someone at @ GearboxOfficial someone with @ Borderlands plz help. I can't figure this out and it's driving me INSANE!!!!
Negative,@DuvalMagic why tf am I only free Krieg but not release him!? Plz   Please fucking hand someone with @GearboxOfficial plz help. I can’t figure this out and it’s driving u INSANE!!!!
Negative,Why @DuvalMagic why e tf can and I only simply free The Krieg but not otherwise release him!? Plz Someone at @GearboxOfficial someone with @Borderlands plz help. I still can ’ t figure this out and it... ’ s obviously driving towards me INSANE!!!!
Negative,@DuvalMagic why tf can I only free John but not release him!? Plz Someone at @GearboxOfficial to give me plz help. Sam can’t figure everything out and it’s driving people sick
Positive,"Man when Borderlands 3 came out I though ""eh its nowhere near as good as Borderlands 2, and the music isn't nearly as good"". I was a naive fool i love this game so much"
Positive,"Man when Borderlands 3 came out I though ""eh it never nearly as good as Borderlands 2, and the music is not nearly as good."" I was a naive fool, I love this game so much."
Positive,"Man when Borderlands 3 came out I though ""eh its nowhere near as good as Borderlands 2, and the music is not nearly as good."" I was a naive fool i love this game so much"
Positive,"Man when Borderlands 3 came out I though ""eh thats nowhere near as great as Borderlands 2, and the music isn't nearly as good"". I was a naive fool i hate this game so much"
Positive,"Man when Borderlands 3 came out I though "" eh its in nowhere close near as... good as Borderlands 2, and the music isn't really nearly as good "". I was such a naive fool i could love this game of so much much"
Positive,"back when Borderlands 3 came out I though ""eh its nowhere near the good as Borderlands 2, and the storyline isn't nearly as fun"". I was a naive person i love this game so my"
Positive,Vaughn Borderlands you deserve the world!!!
Positive,Vaughn Borderlands You deserve the world!!!
Positive,Von Borderlands you deserve the world!!!
Positive,Vaughn Borderlands you deserve the world!!!
Positive,Vaughn... Borderlands you do deserve the world!!!
Positive,Vaughn Borderlands still deserve the world!!!
Negative,nice .  First round first nuke . . @charlieINTEL. @CallofDutyDE  
Negative,Nice. First round first nuke.. @ charlieINTEL. @ CallofDutyEN
Negative,First round first nuclear... @ charlingINTEL. @ CfDutyDE
Negative,nice try  First round first nuke.. @charlieINTEL. @CallofDutyDE
Negative,nice. First real round first base nuke.. @charlieINTEL.... @CallofDutyDE
Negative,nice. First big bear nuke.. funny. @charlieINTEL
Positive,this was pretty cool to watch this unfold! check it out!!!!
Positive,that was pretty cool to watch! check it out!!!!
Positive,this was pretty cool to watch this unfold! check it out!!!
Positive,this was pretty cool too watch this unfold! check it out!!!!
Positive,this one was really pretty cool to watch everything this unfold! check it out!!!!
Positive,this really pretty cool to watch this unfold! check it out!!!!
Negative,SO HAPPY ABOUT THIS . 
Negative,SO HAPPY FOR THAT.
Negative,So HAPPY ABOUT THIS.
Negative,SO HAPPY ABOUT THIS RELEASE
Negative,SO I HAPPY WHO ABOUT THIS.
Negative,Y HAPPY ABOUT THIS.
Positive,"I’m happy with this change. Games have a beginning, middle and end. . . It’s all about flow. You should have to keep momentum to streak a second time, not depend on streaks to get you more streaks..."
Positive,"Games have a beginning, a middle and an end... It's all about flow. You have to keep the momentum going to catch up a second time and not have to rely on streaks to get more streaks..."
Positive,"I'm happy with this change. Games have a beginning, a middle and an end... It's all about flow. You have to keep the momentum to strip a second time, not depend on stripes to get more stripes..."
Positive,"I’m happy with this change. Games have a beginning, middle and end... It’s mainly about tradition. You should have you keep momentum this streak a long time, not depend on streaks to get you more streaks..."
Positive,"I ’ m happy with this change. Games have just a beginning, its middle and end... It ’ all s also all about flow. You should probably have managed to keep enough momentum to streak a second each time, not depend purely on streaks to even get you more streaks..."
Positive,"I’m familiar with that one. Games has a beginning, almost no end... It’s all about flow. You should have to have momentum to streak through second time, not depend on streaks to get you more streaks..."
Negative,lil disappointed
Negative,lil disappointed
Negative,lil disappointed
Negative,lil pa
Negative,lil I disappointed
Negative,lil love
Negative,"This is ridiculous. I was on the fence, but this is just poorly optimized and they KEEP doing it. Imma pass on this one."
Negative,"This is ridiculous. I was on the fence, but it is poorly optimized and they KEEP it. Imma passes it on."
Negative,"It's funny. I was on the fence, but it's just the beginning, and they're doing it."
Negative,"This is ridiculous. I was on a fence, but this is fucking poorly optimized and they KEEP doing it. Imma pass on another one."
Negative,"This shit is getting ridiculous. I was on the fence, okay but this is usually just poorly optimized and they KEEP doing it. Imma pass on by this last one."
Negative,"This is that. I was on the panel, but this is just not done and they KEEP doing it. Imma pass on this one."
Positive,In this environment its impressive they put that footage in to begin with.
Positive,"In this environment, it is impressive that they built this footage into the film at the beginning."
Positive,"In this environment, they were impressed by the footage."
Positive,In this environment how impressive they put that footage in to begin with.
Positive,... In how this environment its impressive they put that footage in to begin with.
Positive,with this environment its impressive they put that footage on to begin with.
Positive,"As expected and reported months ago, it seems like  "
Positive,"As expected and reported months ago, it looks as if"
Positive,"As expected and reported a few months ago, it seems that"
Positive,"As expected and six months ago, it seems like"
Positive,"As expected on and reported nineteen months ago, it seems like"
Positive,"As expected and many months ago, it seems like"
Negative,I couldn’t imagine waking up everyday just to look for something to complain about
Negative,I couldn't imagine waking up every day just looking for something to complain about.
Negative,I could not imagine waking up every day just to find something to complain about
Negative,I couldn’t imagine waking up everyday unable to look for something to complain about
Negative,I couldn and ’ t imagine waking someone up everyday just to look for just something to complain about
Negative,I couldn’t imagine waking up yesterday just to pray for something to complain about
Positive,This sounds like a really good recurring dream I have.
Positive,It sounds like a really good recurring dream I have.
Positive,It sounds like a very good dream that I have.
Positive,This sounds like a really good recurring dream we have.
Positive,This sounds like a maybe really good recurring spring dream I have.
Positive,This sounds like a really good recurring dream to have.
Positive,Time to get used to Black Ops controls again come hang and have a good time. twitch.tv/thejkellz1.  
Positive,The time to get used to the Black Ops controls has come to hang out and have a good time. twitch.tv / thejkellz1.
Positive,Time to get used to running Black Ops again has come to hang up and have a good time. tch.tv / thejkellz1.
Positive,Time to get used to Black Ops controls again come hang and have a good time. twitch.tv/thejkellz1.  
Positive,and Time to get used to Black Ops controls again come hang and have a good time. twitch.tv/thejkellz1.  
Positive,all
Negative,"Black ops cold war looks boring imo, ima stick to mw for the next year."
Negative,"Black ops Cold War looks boring imo, ima stick to mw for next year."
Negative,"Black ops cold war looks boring imo, ima stick to mw for the next year."
Negative,"Black and cold war looks boring imo, ima stick to Libya for the next year."
Negative,"Black Belt ops cold war looks boring imo, ima stick to your mw for the next next year."
Negative,"blue ops cold war looks boring imo, ima stick for mw for the coming year."
Positive,IM SO EXCITED
Positive,IN THE SO EXCELLENT
Positive,Disappearing from the face of the earth
Positive,IM<unk> EXCITED
Positive,O IM SO EXCITED
Positive,IM YOU EXCITED
Negative, .  .  
Negative,
Negative,...
Negative,. <unk>
Negative,..
Negative,..
Negative,Omg . 
Negative,Omg.
Negative,Omg.
Negative,Omg<unk>
Negative,1st Omg.
Negative,<unk>.
Negative,"About fucking time. This is what people want to see, not fucking papers from a website and bullshit in game easter eggs."
Negative,"About damn time. That's what people want to see, not damn papers from a website and bullshit in Easter eggs."
Negative,"This is what people want to see, not fucking papers from the website and bullshit in caviar."
Negative,"About launch time. This is what people want to see, not fucking papers from a website featuring bullshit in game easter eggs."
Negative,"About fucking time. This is... what people want everyone to really see, not fucking papers downloaded from a website and bullshit in the game easter eggs."
Negative,"About fucking computers. This is when people want to see, ridiculous fucking papers from a website and bullshit in game easter eggs."
Negative,No please no
Negative,No please no
Negative,"No, please no."
Negative,"No, no"
Negative,No NO please no
Negative,mean please no
Positive,The new @CallofDuty  
Positive,The new @ CallofDuty
Positive,New @ CfDuty
Positive,The Definitive @CallofDuty
Positive,C The new @CallofDuty
Positive,The Meat @CallofDuty
Negative,Just got to 155 for the sixth time... yay am so excited... please @Treyarch add some kind of prestige mode for black ops cold war I don't want to go through another year of seasonal ranks it's so dull
Negative,"Just reached 155 for the sixth time... yay am so excited... please add @ Treyarch some kind of prestige mode for Black Ops Cold War I don't want to go through another year of seasonal leaderboards, it's so boring"
Negative,Just got to 155 for the sixth time... yay I'm so excited... please @ Treyarch add some regime for black Cold War PR I don't want to go through another year of rank it's so boring
Negative,Just got in 155 for the sixth time... yay am so excited... let @Treyarch prepare some kind of prestige mode for black ops cold war I don't want to go with another year of seasonal ranks it's so dull
Negative,Just got up to 155 million for the sixth time... Oh yay am you so excited... please @Treyarch add some kind 1 of prestige user mode for the black ops during cold war I don't bloody want to go through another year worth of seasonal ranks it's so dull
Negative,Just got to 155 for the sixth time... yay am so pretty... please @Treyarch add some up some prestige mode for black ops cold war me just't want to go through another year of useless ranks something's so incredible
Positive,Jet packs in a “cold war” setting makes so much sense i love it
Positive,Jetpacks in a Cold War environment make so much sense that I love it
Positive,Cold War jet packs have such meaning that I love them
Positive,Jet packs in a “cold war” setting makes so much sense we love it
Positive,Jet packs away in a “ cold war zone ” setting makes so much sense that i love it
Positive,Jet packs in a “cold dark setting makes so much sense i love that
Positive,"Aye I’m gonna keep it a buck....Cold war is the most fun I’ve had on a CoD title since Black ops 3. It’s amazing, I love this shit"
Positive,"Aye, I'll keep it up.... Cold War is the biggest fun I've had working on a CoD title since Black Ops 3. It's amazing, I love this shit"
Positive,"Aye I'm gonna keep it a buck.... Cold war is the most fun I've had on a CoD title since Black ops 3. It's amazing, I love this shit"
Positive,"Aye I’m gonna keep it here slow war is the most fun I’ve had on a CoD title is Black ops 3. It’s amazing, I do this shit"
Positive,"Aye much I ’ ′ m gonna keep it a buck.... Cold war war is the fifth most fun course I ’ ve had on a CoD title subject since Black ops 3. Wow It ’ s truly amazing, I love this shit"
Positive,"Aye I’m gonna see it quick buck....Cold war is the most fun I’ve had on a second title overall Black ops 2011. So amazing, I love this shit"
Negative,Gonna be ass
Negative,Will be an ass
Negative,Gonna be ass
Negative,Gonna be long
Negative,Gonna fucking be ass
Negative,Gonna be The
Positive,"For anyone jumping into this Beta weekend, I have the absolute best sniping class setups for both the Tundra and the Pellington.. . Let me know what you think!.  . . youtu.be/qpPpt561DvE https://t.co/eNdBqoxPuA"
Positive,"For all those participating in this beta weekend, I have the absolute best Sniping Class setups for both the Tundra and the Pellington... Let me know what you think!... youtu.be / qpPt561DvE https: / / t.co / eNdBqoxPuA"
Positive,"For anyone jumping into this Beta weekend, I have the absolutely best sniping class setups for both the Tundra and the Pellington... Let me know what you think!... youtu.be / qpPpt561DvE https: / / Fenco / eNdBqoxPuA"
Positive,"For anyone jumping into this Beta package, I have my 10 best pro class setups for both the Tundra and the Pellington... Let me know who you think!. .. youtu.be/qpPpt561DvE https://t.co/eNdBqoxPuA]"
